round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting
24,3,0.7112,0.6980,0.7500,0.9291,0.6903,0.5752,0.6577,0.8418,0.4906,0.6730
24,4,0.6625,0.7483,0.9649,0.9286,0.3953,0.5554,0.5556,0.8846,0.6372,0.5652
24,5,0.7155,0.5551,0.9589,0.8750,0.4706,0.6311,0.9176,0.5415,0.1474,0.0519
24,6,0.6829,0.6943,0.9659,0.9206,0.6237,0.5987,0.5055,0.8285,0.3973,0.4559
24,7,0.6224,0.7695,0.9657,0.8421,0.7130,0.4993,0.8326,0.8843,0.6870,0.1415
24,8,0.7704,0.7685,0.9760,0.8615,0.5455,0.3529,0.6784,0.9242,0.5951,0.8166
24,9,0.5086,0.8650,0.9850,0.0000,0.0784,0.6441,0.9492,0.4211,0.5207,0.7957
24,10,0.5711,0.8476,0.9810,0.8889,0.0952,0.6763,0.7244,0.6923,0.4552,0.7714
24,MEAN,0.6537,0.7353,0.9473,0.8103,0.4388,0.5818,0.6913,0.6856,0.5314,0.4671
25,1,0.5909,0.6994,0.9546,1.0000,0.2353,0.7296,0.8376,0.0192,0.6709,0.0505
25,2,0.6748,0.7124,0.9430,0.8571,0.5412,0.6587,0.2811,0.8386,0.7039,0.3585
25,3,0.6577,0.7317,0.6667,0.9291,0.6903,0.6395,0.6791,0.8574,0.5309,0.6978
25,4,0.6314,0.7685,0.9554,0.9286,0.3953,0.6152,0.5894,0.8950,0.6621,0.5863
25,5,0.6133,0.6139,0.9459,0.8750,0.4706,0.6919,0.9341,0.5610,0.2197,0.0472
25,6,0.6184,0.7362,0.9392,0.9206,0.6237,0.6582,0.5750,0.8442,0.5133,0.4608
25,7,0.6019,0.7834,0.9547,0.8421,0.7162,0.5710,0.8454,0.8981,0.7020,0.1461
25,8,0.7523,0.7897,0.9614,0.8615,0.5493,0.3529,0.6875,0.9104,0.6105,0.8451
25,9,0.4881,0.8764,0.9824,0.0000,0.0784,0.7692,0.9500,0.5000,0.5463,0.8199
25,10,0.5287,0.8659,0.9795,0.8889,0.0952,0.7315,0.7200,0.6727,0.5161,0.8132
25,MEAN,0.6158,0.7578,0.9283,0.8103,0.4395,0.6418,0.7099,0.6997,0.5676,0.4825
