round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting
24,8,2.0669,0.0368,0.0000,0.0000,0.0000,0.0000,0.0000,0.0709,0.0000,0.0000
24,9,2.1013,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0060,0.0000,0.0000
24,10,2.0818,0.0259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0505,0.0000,0.0000
24,MEAN,2.0538,0.1915,0.0000,0.0000,0.0000,0.0000,0.0000,0.2837,0.0000,0.0000
25,1,nan,0.2081,0.3445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25,2,nan,0.2725,0.4283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25,3,nan,0.0076,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25,4,nan,0.1185,0.2119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25,5,nan,0.0100,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25,6,nan,0.0195,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25,7,nan,0.1315,0.2324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25,8,nan,0.1191,0.2129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25,9,nan,0.2790,0.4363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25,10,nan,0.5841,0.7375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25,MEAN,nan,0.1750,0.2677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
