round,client,loss,accuracy,Normal,SQL_injection,Uploading,Backdoor,Port_Scanning,XSS,Password,Fingerprinting
24,3,1.0464,0.4781,0.5974,0.9065,0.6903,0.4468,0.5703,0.4086,0.3437,0.6707
24,4,0.9948,0.4740,0.9184,0.3896,0.3953,0.3487,0.4399,0.3991,0.4401,0.5234
24,5,1.0624,0.5264,0.9315,0.5385,0.4706,0.6702,0.8353,0.3034,0.0554,0.0328
24,6,1.0868,0.4297,0.9121,0.7733,0.6237,0.4897,0.4144,0.3766,0.2041,0.4176
24,7,0.9144,0.5030,0.9205,0.2703,0.7162,0.2921,0.7502,0.3666,0.4656,0.1161
24,8,0.9071,0.6732,0.9111,0.6600,0.5493,0.0741,0.5263,0.4222,0.4114,0.7844
24,9,0.6095,0.8143,0.9609,0.0000,0.0784,0.6562,0.9056,0.2500,0.3874,0.7769
24,10,0.7824,0.8047,0.9550,0.4138,0.0952,0.6638,0.6875,0.4776,0.3150,0.7734
24,MEAN,0.9080,0.5900,0.8946,0.4061,0.4395,0.4896,0.6050,0.3367,0.3616,0.4425
25,1,0.6961,0.6213,0.9565,0.0377,0.2353,0.6550,0.7413,0.0217,0.5366,0.0466
25,2,0.7629,0.6265,0.9493,0.1071,0.5412,0.5605,0.1887,0.7687,0.5958,0.3133
25,3,0.7427,0.6661,0.8070,0.9265,0.6903,0.5277,0.5680,0.8000,0.4613,0.7008
25,4,0.7145,0.6894,0.9510,0.4348,0.3953,0.4826,0.4462,0.8388,0.5563,0.5700
25,5,0.7885,0.5427,0.9589,0.5600,0.4706,0.6285,0.8353,0.5541,0.0954,0.0379
25,6,0.7373,0.6485,0.9625,0.8056,0.6237,0.5556,0.4144,0.7939,0.3190,0.4373
25,7,0.6807,0.6929,0.9489,0.2985,0.7130,0.4294,0.7573,0.8292,0.5797,0.1383
25,8,0.7733,0.7535,0.9485,0.7442,0.5493,0.2857,0.5420,0.8837,0.5190,0.8380
25,9,0.5257,0.8362,0.9707,0.0000,0.0784,0.6333,0.9082,0.3750,0.4907,0.8269
25,10,0.6336,0.8353,0.9667,0.5143,0.0952,0.6468,0.6822,0.7238,0.3852,0.8058
25,MEAN,0.7055,0.6912,0.9420,0.4429,0.4392,0.5405,0.6084,0.6589,0.4539,0.4715
